,sentence,label,allpredict sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Morocco,Palestine,Qatar,Sudan,Lebanon,Libya,Jordan,Egypt,Tunisia,Yemen,Algeria,Iraq,Syria,Oman,Modern Standard Arabic,Saudi Arabia,Nile Basin,Gulf,Gulf of Aden,Maghreb,Levant,Modern Standard Arabic,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
10,فالوقت لي الرسول صلى الله عليه وسلم أوصى بالرفق بالحيوان .. ناض هدا لي فالصورة قام بتعذيب قط هزو وبقا كيدورو بيدو وسيبو فالسماء معرفتش أصلا أش عملو ؟ واش حنا مراض لهاد الدراجة ؟ مابغيتش نبوسطيه باش مانمرطكومشي,RAB,فالوقت لي الرسول صلى الله عليه وسلم اوصى بالرفق بالحيوان  ناض هدا لي فالصورة قام بتعذيب قط هزو وبقا كيدورو بيدو وسيبو فالسماء معرفتش اصلا اش عملو  واش حنا مراض لهاد الدراجة  مابغيتش نبوسطيه باش مانمرطكومشي,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Rabat,0.9997044782376195,3.5037104843857304e-09,7.49378198112974e-08,1.0873510803484088e-08,6.671726513826487e-10,6.1681825371406305e-06,1.0908248758914765e-08,3.1878952048528687e-09,1.4782737457356823e-07,1.4874724947881251e-08,0.00028902573132547874,5.286902740876268e-09,6.183188219786313e-09,8.972206020090287e-09,1.683286940208848e-10,4.0457435045249604e-08,1.4061406008336956e-08,1.2965436361751357e-07,1.4874724947881251e-08,0.9999998199788568,2.1262320114469457e-08,1.683286940208848e-10,3.794622870020022e-09,0.00028902573132547874,2.66640540767981e-10,2.8414536176765675e-09,1.6539250224642122e-09,2.5833512184779863e-09,1.2861499967072543e-09,6.671726513826487e-10,4.251271779317762e-08,1.2673296416206756e-09,2.3885653497662904e-09,7.49378198112974e-08,0.0055899112703189134,2.706107728035661e-08,3.5037104843857304e-09,1.0873510803484088e-08,1.4174015256910283e-09,1.683286940208848e-10,8.972206020090287e-09,0.9941145669673006,1.3396357764892997e-08,8.066795141238197e-09,1.4874724947881251e-08,1.2845202886358422e-07,6.125669819347453e-06,1.9375345709983996e-08
11,نعم شفتو هدو اصلان معندهمش تربيا مقدا معرفنش اش خصهم يدرو وشنو لمخصهمش يدرو تيضحكو معرستهم بحلي شيء عدي ولكن غيجبها غ فرسو يمهل ولا يهمل,RAB,نعم شفتو هدو اصلان معندهمش تربيا مقدا معرفنش اش خصهم يدرو وشنو لمخصهمش يدرو تيضحكو معرستهم بحلي شيء عدي ولكن غيجبها غ فرسو يمهل ولا يهمل,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,Rabat,0.9976866923744389,1.7398459420565113e-05,1.5269734563549177e-05,2.1016805243770277e-05,1.159696481142559e-06,0.00011522032018645273,4.7792967621620666e-05,1.7204829486041628e-05,1.9211245104074626e-05,4.3921333734525135e-06,3.9509560299660154e-05,1.9886706870926473e-05,0.00024749780997646286,0.00018185606261019233,8.705597910994618e-07,0.0015650207345320613,3.822163472981191e-05,0.0017820332385767295,4.3921333734525135e-06,0.997860633500029,0.00031384893349979123,8.705597910994618e-07,0.00023600745451311526,3.9509560299660154e-05,7.079291574220066e-07,8.698252532241599e-06,1.999577386238728e-06,6.977293919216469e-06,9.165119918291156e-06,1.159696481142559e-06,7.408018196987439e-05,1.4497322942380893e-05,1.1490355463347616e-05,1.5269734563549177e-05,0.9968587250130412,0.0008216632948591558,1.7398459420565113e-05,2.1016805243770277e-05,3.744293033418846e-06,8.705597910994618e-07,0.00018185606261019233,0.0008279673613976272,0.0007433574396729056,3.909471508937907e-05,4.3921333734525135e-06,1.4080443908469525e-05,4.114013821657834e-05,5.1308011956051e-06
12,شنو هما البلايص اللي كيعجبكم التمشاو فيهم فالرباط ليلا,RAB,شنو هما البلايص اللي كيعجبكم التمشاو فيهم فالرباط ليلا,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Rabat,0.9999975520909924,1.638107973057906e-09,1.5042935853814165e-06,1.1223802993163127e-08,1.1009067908054847e-09,9.807053102210788e-08,2.0947132519013845e-08,5.41025118100466e-09,1.0256962016108495e-07,8.764226738657799e-09,5.654897851727565e-07,3.7390367102372535e-08,3.0519452220901123e-09,4.647012178870943e-09,1.0038396189061213e-10,8.321134914913501e-08,1.6634054174167787e-08,1.6295423138117948e-06,8.764226738657799e-09,0.9999983182209287,2.6738092504967348e-08,1.0038396189061213e-10,1.3501677013742849e-09,5.654897851727565e-07,5.064848552014436e-10,1.076204013108199e-08,2.066851696034711e-09,1.1489324824728136e-08,2.472435820257432e-08,1.1009067908054847e-09,6.454507994464232e-08,2.8369146297685057e-09,1.7017775207158274e-09,1.5042935853814165e-06,0.0233534840711593,6.935953758074867e-08,1.638107973057906e-09,1.1223802993163127e-08,1.17668407507008e-09,1.0038396189061213e-10,4.647012178870943e-09,0.9766440680198331,1.3851811568386345e-08,1.0185092387931853e-08,8.764226738657799e-09,8.221799695136362e-08,3.352545107746556e-08,2.0351623209721326e-08
13,الرباط المدينة الي تقدر تبغيها و تعشقها غير من الصور أما الواقع شي حاجة أخرى,RAB,الرباط المدينة الي تقدر تبغيها و تعشقها غير من الصور اما الواقع شي حاجة اخرى,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,Rabat,0.9993979546349154,2.632415425595533e-08,6.241844224145591e-07,1.4387022348169106e-07,7.603041698961971e-09,0.00010618061597545779,6.289555150585011e-07,4.6453696314669665e-08,0.0004430705538052636,8.725730881398873e-08,4.7800860771863377e-05,1.868872964638887e-07,5.955924621148322e-08,1.788644837120646e-06,1.800181909861126e-09,1.3917946081163924e-06,1.9032391979636074e-07,3.991511164115485e-06,8.725730881398873e-08,0.999995006665468,7.224419572249017e-07,1.800181909861126e-09,3.358986186141644e-08,4.7800860771863377e-05,6.073189191894988e-09,1.4838838262720536e-08,1.2468901276327901e-08,8.486942841834446e-08,9.480250357496487e-08,7.603041698961971e-09,5.875436557050847e-05,2.7911605846446776e-08,2.5969384350066782e-08,6.241844224145591e-07,0.6325309611432196,3.774506377143394e-07,2.632415425595533e-08,1.4387022348169106e-07,7.215364470579357e-09,1.800181909861126e-09,1.788644837120646e-06,0.3668669934916958,1.0143439704020529e-06,6.141166767957806e-07,8.725730881398873e-08,0.0004421848799635148,4.742625040494932e-05,8.856738417488026e-07
14,انا ديرو لي غير الرفيسة والله تنجي نبارك لكم,RAB,انا ديرو لي غير الرفيسة والله تنجي نبارك لكم,Gulf,RAB,Morocco,Rabat,Maghreb,Morocco,Rabat,0.48591757560733534,5.65583093810162e-06,0.48092588307719725,0.0008252379478060763,3.593721103811456e-06,0.002358962777025044,0.00013451678279914904,2.0106103496432257e-05,0.000817442958958803,0.005457476222170724,0.00028534193284289656,0.00025471962022549047,1.672253367352324e-05,0.0005837843310968098,1.20999889430412e-07,0.022392859553441048,0.0008453440513025085,0.5041572465819606,0.005457476222170724,0.4893793232761621,0.00016048886851458536,1.20999889430412e-07,3.990455687991529e-06,0.00028534193284289656,8.009260396570764e-07,7.36130148618885e-06,7.939244875384436e-06,2.9302478165653484e-05,0.00022045217994329854,3.593721103811456e-06,0.0015152664371069948,1.1365932581390743e-05,1.273207798553171e-05,0.48092588307719725,0.0025315009149828004,0.003308209015582064,5.65583093810162e-06,0.0008252379478060763,4.964962116538442e-06,1.20999889430412e-07,0.0005837843310968098,0.48338607469235256,0.019084650537858985,0.0001271554813129602,0.005457476222170724,0.0007311878667129924,0.0008436963399180493,8.625509224581065e-05
15,ملي تمشي للگاراج تصاوب سيارتك ديما كاين واحد الولد صغير يتعلم تما ...يحل و يسد و ينضف و يسيق و يمسح و يتجرح و لكبيرة و الصغيرة في راسو,RAB,ملي تمشي للگاراج تصاوب سيارتك ديما كاين واحد الولد صغير يتعلم تما يحل و يسد و ينضف و يسيق و يمسح و يتجرح و لكبيرة و الصغيرة في راسو,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Rabat,0.9643443364788953,9.294401444321049e-05,8.22242679013899e-06,6.362675336918751e-05,1.468329318658606e-06,0.004255966376374599,0.00013321868838630393,5.84034814447041e-06,0.0017467822953920347,2.0773284844830595e-06,0.029217872512250567,1.9646014758639666e-06,4.827098748936121e-06,4.8345198662763656e-06,3.9890054948271224e-08,0.00011597833800485233,6.946710151365792e-05,0.00013099988613713166,2.0773284844830595e-06,0.9995649576629126,0.00023245813089710915,3.9890054948271224e-08,1.3704296505863645e-06,0.029217872512250567,8.314437722066299e-08,1.7716218284273975e-06,3.0360254587070377e-07,4.824942493466114e-07,1.344333837820882e-06,1.468329318658606e-06,0.0034076962709222417,5.453601221379043e-06,3.456669098349757e-06,8.22242679013899e-06,0.3052816702121027,1.7706881592765077e-05,9.294401444321049e-05,6.362675336918751e-05,1.3777338869647316e-07,3.9890054948271224e-08,4.8345198662763656e-06,0.6590626662667927,9.827145641208725e-05,0.00013144706655787654,2.0773284844830595e-06,0.0016435265875717475,0.0008482701054523574,0.00010325570782028712
16,غير هما لعندوم الكرش حنا نموتو ولا نغرقو ميهمهش الا اعمرو كرشوم لمشكل مكيشبعوش كيفترسو كلشي أرضا وبرا وبحرا وجوا وما تحت الارض غدي نتحاسبو أمام الله . كل ساق سيسقا بما سقا,OUJ,غير هما لعندوم الكرش حنا نموتو ولا نغرقو ميهمهش الا اعمرو كرشوم لمشكل مكيشبعوش كيفترسو كلشي ارضا وبرا وبحرا وجوا وما تحت الارض غدي نتحاسبو امام الله  كل ساق سيسقا بما سقا,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,Oujda,0.9698874716637846,0.0002904846135942317,0.0017105363404398524,5.670466595597994e-05,2.1384827797012463e-05,0.013550225880951677,0.0010560456452918187,0.00012113956663731378,0.0005354828889264239,0.00010476518660633465,0.0026223277409850336,0.0001259829585153424,0.0009095014084065771,0.00019056579819766884,3.7687341908633656e-07,0.008817003940490937,0.00017784423259329372,0.0108440890376438,0.00010476518660633465,0.9865955081746477,0.0022774164950896403,3.7687341908633656e-07,0.0003388650864701251,0.0026223277409850336,3.924138767191703e-05,0.00016758726587063851,3.079245817649822e-05,3.044360862262618e-05,8.011816233928436e-05,2.1384827797012463e-05,0.010257871770964194,5.110572078889853e-05,0.000570636321936452,0.0017105363404398524,0.956939593482359,0.004713792939983791,0.0002904846135942317,5.670466595597994e-05,1.542118755343186e-05,3.7687341908633656e-07,0.00019056579819766884,0.012947878181425643,0.004103211000507146,0.0008884583794211802,0.00010476518660633465,0.00039707651235336476,0.003292354109987483,0.00013840637657305913
17,هادوك الناس ناضو يهدروا على حقهم البطالة كترت عندهم لحقاش بلعولهوم الحدود ومدارولهمش البديل وغادي يديرولهم ونتا بقا حاضي ناس عوض ماديروا يد فيد وتهظرو على حقكم اوا بقاو ناعسين وحاضيين الناس,OUJ,هادوك الناس ناضو يهدروا على حقهم البطالة كترت عندهم لحقاش بلعولهوم الحدود ومدارولهمش البديل وغادي يديرولهم ونتا بقا حاضي ناس عوض ماديروا يد فيد وتهظرو على حقكم اوا بقاو ناعسين وحاضيين الناس,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,Oujda,0.9889914581962624,0.0021010078892103423,0.0015197506487963986,5.891170505287891e-05,6.769292083545637e-06,0.0012973004482988537,0.002466234853816135,3.236372497959675e-05,2.8173239982285474e-05,2.7764941543181285e-05,0.0008128031004306265,0.00016802040019952698,0.0002106800071550531,0.00010922843334115196,1.3435464188172086e-07,0.002169398764205994,9.127543003247566e-05,0.003966398246543072,2.7764941543181285e-05,0.9911297349849744,0.004784692042265075,1.3435464188172086e-07,9.040660045856059e-05,0.0008128031004306265,5.1424945362407505e-06,0.0007011061266738476,9.96619969157309e-06,3.877344083937835e-05,0.0001246932680833018,6.769292083545637e-06,0.0011527593764038668,1.725503075178291e-05,0.0001202734066964925,0.0015197506487963986,0.704930309150343,0.0015408184998999127,0.0021010078892103423,5.891170505287891e-05,4.553691276846811e-06,1.3435464188172086e-07,0.00010922843334115196,0.28406114904591945,0.0006285802643060811,0.0017651287271422873,2.7764941543181285e-05,1.918731250444186e-05,0.00014454107189498702,8.985927477843614e-06
18,السكوم...وفالناضور يكولولو براغوش...كيجي واعر مع البيض..اخويا دفتر نتاع نمر شفناه . ديال دبع موحال,OUJ,السكوموفالناضور يكولولو براغوشكيجي واعر مع البيضاخويا دفتر نتاع نمر شفناه  ديال دبع موحال,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Oujda,0.9999986417840137,2.765530235874052e-08,8.350436136362794e-08,7.443324104899195e-09,5.461134949528173e-09,2.1111780382122176e-07,7.477038722431023e-08,3.73648474932948e-09,6.682877313661436e-08,1.962185371125797e-09,7.361271093910323e-07,9.914399103509562e-09,6.524615306549698e-08,7.656710428079894e-09,5.1166095404697104e-11,5.674069126378636e-08,1.1179808854228674e-08,1.5781616215900375e-07,1.962185371125797e-09,0.9999996558577,1.7313297759807592e-07,5.1166095404697104e-11,2.8055106781039336e-08,7.361271093910323e-07,5.167387466258238e-10,2.8957808764057896e-08,7.359548337925395e-10,6.749269480322204e-09,2.3895764297411698e-09,5.461134949528173e-09,1.469922808719506e-07,2.483791168911117e-09,3.7191046284457645e-08,8.350436136362794e-08,0.0005129695112410536,3.923683454611705e-08,2.765530235874052e-08,7.443324104899195e-09,7.755531934461888e-10,5.1166095404697104e-11,7.656710428079894e-09,0.9994856722727726,1.7503856717669307e-08,4.581257846025234e-08,1.962185371125797e-09,4.063273896781714e-08,6.412552294927116e-08,2.619603416879722e-08
19,السلام عليكم الاخوان ناس وجدة الله يجزيكم بالخير كاين واحد السيد الولد ديالو يالاه تزاد مريد الرجل ديالو عوجة بغا يدسرلو عملية باش تسكد نيشان و ملقاش باش الدري حتا هو يالاه تزوج و خدام غير كل مرة فاش يلاه يجيب باش يعيشو هو و الزوجة ديالو الله يخليكم اللي قدر يعاونو ولا يتساعد معاه لوجه اللة و ديك الملائكة يعاونهوم,OUJ,السلام عليكم الاخوان ناس وجدة الله يجزيكم بالخير كاين واحد السيد الولد ديالو يالاه تزاد مريد الرجل ديالو عوجة بغا يدسرلو عملية باش تسكد نيشان و ملقاش باش الدري حتا هو يالاه تزوج و خدام غير كل مرة فاش يلاه يجيب باش يعيشو هو و الزوجة ديالو الله يخليكم اللي قدر يعاونو ولا يتساعد معاه لوجه اللة و ديك الملائكة يعاونهوم,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Oujda,0.9999931031360616,3.310249685080898e-10,8.842315608954056e-10,1.0951894383793404e-09,1.1459327799407243e-10,1.756198945309587e-08,1.6152092524433348e-09,6.381022566680671e-10,1.480595681193787e-07,4.815585863006114e-10,6.721850069434315e-06,4.764838675331316e-10,3.2194866174572476e-10,1.9051143131395232e-10,1.2361591660597072e-11,3.2310963996299196e-09,1.7332916950474075e-09,4.782323259372409e-09,4.815585863006114e-10,0.9999999906076885,2.3827761606912217e-09,1.2361591660597072e-11,1.698631082855796e-10,6.721850069434315e-06,4.62661673122113e-11,3.9618202070597386e-10,1.6730557418004455e-10,1.0365758412953292e-10,2.4933791822187134e-10,1.1459327799407243e-10,3.692633970468931e-09,4.2453051517581124e-10,1.5208555346014517e-10,8.842315608954056e-10,0.0002077456379761954,2.5367992955973e-09,3.310249685080898e-10,1.0951894383793404e-09,1.234883651817274e-10,1.2361591660597072e-11,1.9051143131395232e-10,0.9997853574980854,6.942971040326197e-10,1.2190272317373609e-09,4.815585863006114e-10,1.3151784064948226e-07,1.3869355482626938e-08,1.6541727469896417e-08
20,ميمكنش تكون طلع نازل و تشوف هاد تصويرة و متحطش جادووغ,OUJ,ميمكنش تكون طلع نازل و تشوف هاد تصويرة و متحطش جادووغ,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Oujda,0.9880084872432499,5.681672049050395e-05,9.347996150660395e-06,4.078564554686541e-06,1.6077003972347582e-05,8.436641650681336e-05,0.00920664351864883,4.833343763194913e-06,2.731448402857786e-05,2.500302142419814e-07,0.000511049086763583,6.150394065719381e-06,0.0020542913102769766,2.6071899101379476e-06,3.487224415798317e-09,7.683210179242453e-06,8.911908317881454e-06,2.5788790305760173e-05,2.500302142419814e-07,0.9886312172305486,0.011333828553388658,3.487224415798317e-09,0.0002143192607793522,0.000511049086763583,1.731619216626875e-07,7.897828816834459e-05,1.699999406015253e-07,3.3848251656001536e-06,2.6880009951078216e-06,1.6077003972347582e-05,4.373160816682519e-05,4.4901819009307e-06,0.0018399720494976244,9.347996150660395e-06,0.08964623602746742,3.958593494750313e-06,5.681672049050395e-05,4.078564554686541e-06,7.75679050114058e-08,3.487224415798317e-09,2.6071899101379476e-06,0.8983622512157824,3.724616684492141e-06,0.009127665230480485,2.500302142419814e-07,1.7173223499641056e-05,4.063480833998818e-05,1.0141260528936803e-05
21,ولد لعبيد دارها فالمسلمين وهما مبليين بالكراسي والكروش,OUJ,ولد لعبيد دارها فالمسلمين وهما مبليين بالكراسي والكروش,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,Oujda,0.9521920612632025,0.002696735599541981,0.004999693510563168,0.0006703825976287893,0.0010643154045511531,0.009955983976302627,0.00629134571289857,0.0002311949960614261,0.0005611254272498505,0.00021568417362709456,0.004518051996311449,0.0015033052613708604,0.005814557536039504,0.0007627712921010221,1.6416136059110508e-06,0.00852114963894408,0.0009015775936902155,0.01578691970297913,0.00021568417362709456,0.9672272226630664,0.01586695425303121,1.6416136059110508e-06,0.0012241303563749312,0.004518051996311449,3.7510050082080754e-05,0.0021553479093244453,4.528788627900069e-05,0.0006685705406929354,0.0007951547868220836,0.0010643154045511531,0.005396273686831383,0.00014839705970034467,0.004590427179664573,0.004999693510563168,0.0028923490100814697,0.005005947516755027,0.002696735599541981,0.0006703825976287893,3.957993385584146e-05,1.6416136059110508e-06,0.0007627712921010221,0.949299712253121,0.0035152021221890534,0.004135997803574125,0.00021568417362709456,0.00043521478535281144,0.004559710289471244,0.00012591064189703904
22,ناصر الزفزافي كاع لفديو ديال مظاهرة كيقولهم حنا مكنظربوش حنا كنهدرو واها الكدابين هدوك المخزن تفو علهم,OUJ,ناصر الزفزافي كاع لفديو ديال مظاهرة كيقولهم حنا مكنظربوش حنا كنهدرو واها الكدابين هدوك المخزن تفو علهم,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,Oujda,0.9999979198787582,8.975147976082159e-09,1.9612544177088383e-08,1.4182199560253796e-08,1.1694644759579242e-09,2.4253624980839474e-07,3.8008653705227534e-08,1.303773633348898e-08,1.7630620417187363e-08,5.982720429051128e-09,1.575712434153323e-06,2.1415069648385793e-08,1.1346528455230407e-08,1.674778779958387e-08,2.1443742137042747e-10,9.354964741045708e-08,2.7219935893742775e-08,1.5132504903551512e-07,5.982720429051128e-09,0.9999997557580625,5.9499794612498025e-08,2.1443742137042747e-10,2.1411402533193376e-09,1.575712434153323e-06,1.9715936523418833e-09,9.917839898568437e-09,5.09994396181603e-09,7.684107987813119e-09,1.3207830238322896e-08,1.1694644759579242e-09,1.0901916765548243e-07,5.9661987193310686e-09,9.205388201911068e-09,1.9612544177088383e-08,0.9985281000789109,8.416351561246267e-08,8.975147976082159e-09,1.4182199560253796e-08,5.231314222497794e-10,2.1443742137042747e-10,1.674778779958387e-08,0.0014698197998472514,9.386131797994417e-09,2.80908138066591e-08,5.982720429051128e-09,1.4259806787016477e-08,1.3351708215291231e-07,3.370813630170885e-09
23,انا محلو بخليها وعم مهلن ل يطلعوها ويقلن هذا الموجود ويعزم امرأة من رفقات امو ل عندا بالمستشفى احتفالا بسلامتها ويطوشن ليدفعولو هني مليون و يقولولو دخيلك خذها وفل,BEI,انا محلو بخليها وعم مهلن ل يطلعوها ويقلن هذا الموجود ويعزم امراة من رفقات امو ل عندا بالمستشفى احتفالا بسلامتها ويطوشن ليدفعولو هني مليون و يقولولو دخيلك خذها وفل,Gulf,DOH,Qatar,Doha,Levant,Lebanon,Beirut,4.774722377628556e-06,6.068046489496621e-05,0.5646584248324608,4.644624869897467e-05,2.5712934294018582e-05,0.0006599836867581971,0.017729803061970997,2.5498576042711092e-05,0.0026744703967922882,0.39295909880478314,3.863358309143309e-05,0.0016151395981754575,4.8755512010507834e-05,0.0021215713644308896,1.2429074002616618e-06,0.017329763305817505,7.194482474168577e-05,0.5857248991008847,0.39295909880478314,0.003377862389019547,0.01786495197317049,1.2429074002616618e-06,1.338005473041176e-05,3.863358309143309e-05,9.710690821271805e-07,4.495925673795773e-05,6.225579673244171e-06,0.0002786105508521474,0.00115306360222294,2.5712934294018582e-05,0.0005279286508343095,1.830192728733974e-05,3.537545728009607e-05,0.5646584248324608,1.6979814148951527e-06,0.00039533638731117324,6.068046489496621e-05,4.644624869897467e-05,0.00018346544510037,1.2429074002616618e-06,0.0021215713644308896,3.0767409627334025e-06,0.016934426918506332,0.01768484380523304,0.39295909880478314,0.0003842193290690537,0.00013205503592388763,0.0022902510677232347
24,ليليان انحرمت من طفلها في غيبوبة في بعد أبشع واقسى من قلب والد الطفل ونزعه من أمه وهذا حصل في فترة غيبوبة ليليان في إنفجار مرفأ بيروت ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,BEI,ليليان انحرمت من طفلها في غيبوبة في بعد ابشع واقسى من قلب والد الطفل ونزعه من امه وهذا حصل في فترة غيبوبة ليليان في انفجار مرفا بيروت ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,Gulf,MUS,Oman,Muscat,Levant,Lebanon,Beirut,7.712660142199456e-06,0.001186806372162308,0.007716745129182405,0.00742591428033497,1.1109200251630553e-05,0.0031635644487087032,0.010031320057531646,0.00021235775034071845,0.00041377659070370815,0.00044849606412654055,0.00018949317652953472,0.000125574222274241,0.0003206464443258966,0.9056705076240293,0.051373890672557376,0.011702085306798612,0.007638272030675688,0.9252149122822846,0.00044849606412654055,0.0037745468760841455,0.011549882074271482,0.051373890672557376,0.0001087768958448243,0.00018949317652953472,1.705720569186516e-06,0.00036821595520468463,1.600097543323189e-05,3.441454312310897e-05,8.234250880838813e-05,1.1109200251630553e-05,0.0011827774435923272,0.00019465105433830003,0.00021186954848107233,0.007716745129182405,7.22828882980106e-06,0.000952000062737953,0.001186806372162308,0.00742591428033497,8.817170342743885e-06,0.051373890672557376,0.9056705076240293,4.843713123983965e-07,0.010750085244060658,0.009663104102326962,0.00044849606412654055,0.00039670053262170276,0.001980787005116376,1.7076058082005402e-05
25,الله يجمعك فيه لابنك بأقرب وقت وربنا ما بروح لك تعبك وعذابك ياحبيبت قلبي اعطي دعم لنفسك وكوني قويه وربنا معك حبي مستحيل تصير ببلدنا للأسف شعب اغلبه بتشغلوا المظاهر والعنصرية بكل اشكالها مريض,BEI,الله يجمعك فيه لابنك باقرب وقت وربنا ما بروح لك تعبك وعذابك ياحبيبت قلبي اعطي دعم لنفسك وكوني قويه وربنا معك حبي مستحيل تصير ببلدنا للاسف شعب اغلبه بتشغلوا المظاهر والعنصرية بكل اشكالها مريض,Gulf,RIY,Saudi Arabia,Riyadh,Levant,Lebanon,Beirut,9.518184707513123e-08,0.005163379559800201,0.021834928818530108,3.029019069826202e-05,0.00013752361787612485,0.049504995331434605,0.05881660352925843,2.120721769198714e-05,6.475143143618158e-06,0.06078961730466869,5.915299575854294e-07,0.01940176476377171,0.007433978660911365,0.0018053165509602691,1.1949092904822577e-07,0.775053113108521,5.149740839024916e-05,0.8180951232417831,0.06078961730466869,0.04951215718638288,0.07155148536784611,1.1949092904822577e-07,0.0005935999215147771,5.915299575854294e-07,3.462208222105069e-07,0.007675989324880489,6.825492343269896e-06,0.00016228811579609482,0.019178563532973338,0.00013752361787612485,0.04909900379585981,1.4035504526506738e-05,0.006840378739396588,0.021834928818530108,7.385850757868335e-08,0.22316346282068472,0.005163379559800201,3.029019069826202e-05,6.09131150022763e-05,1.1949092904822577e-07,0.0018053165509602691,2.132333949644787e-08,0.5518896502878363,0.05114061420437794,0.06078961730466869,5.1094124179951e-06,0.0004059915355747909,1.3657307256230589e-06
26,ان شالله يارب يفرجها عليكم ويطبق القانون ويرتاح راسكم وتتفضوا لدرسكم امين البعض ما بيعرف كيف ولادنا عايشين بايطاليا بالقلة بالتقشف بالاكل والملبس وكيف الاهل عمبحولوا لولادهم اجار السكن سعر الدولار حتى ما ينطردوا برا وينذلوا ويخسروا علمهم بس اديش الاهل قادرين يصمدوا ع هالوضع,BEI,ان شالله يارب يفرجها عليكم ويطبق القانون ويرتاح راسكم وتتفضوا لدرسكم امين البعض ما بيعرف كيف ولادنا عايشين بايطاليا بالقلة بالتقشف بالاكل والملبس وكيف الاهل عمبحولوا لولادهم اجار السكن سعر الدولار حتى ما ينطردوا برا وينذلوا ويخسروا علمهم بس اديش الاهل قادرين يصمدوا ع هالوضع,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,5.854172529806266e-07,0.007883581500087312,0.0022530894231497125,0.0006951278442342907,0.8216557336166709,0.005864243649905393,0.057541990325162294,2.8792390446317277e-05,4.5461320533060744e-05,0.00035716255684877505,7.620474816552712e-06,0.04032229221416637,0.04826015479892405,0.0005546871905686057,3.153207099895424e-07,0.01452916195652337,0.0007239202346806079,0.05765923078440806,0.00035716255684877505,0.005917910862507988,0.9353414602408445,3.153207099895424e-07,0.01720031717887632,7.620474816552712e-06,1.194227853890634e-06,0.00611814643510269,3.1590297064380314e-06,0.0007536421696991112,0.03927338242514009,0.8216557336166709,0.005033257406537502,2.443913288598861e-05,0.031059837620047732,0.0022530894231497125,2.8078822914306026e-07,0.007371719975582889,0.007883581500087312,0.0006951278442342907,0.0002952676193271694,3.153207099895424e-07,0.0005546871905686057,3.0462902383756635e-07,0.0071574419809404795,0.051423843890059606,0.00035716255684877505,4.04366782892007e-05,0.0008309862433678912,5.02464224386004e-06
27,امين يا رب تنفرج ع كل الطلاب ويخلصوا من هل كابوس ويطمنوا اهلهم عليهم حتى يكملوا دراستهم ونفسيتهم مرتاحة وحاسين بالاستقرار وقيمة مصرياتن لي صمدوها عشان يعلموا ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,BEI,امين يا رب تنفرج ع كل الطلاب ويخلصوا من هل كابوس ويطمنوا اهلهم عليهم حتى يكملوا دراستهم ونفسيتهم مرتاحة وحاسين بالاستقرار وقيمة مصرياتن لي صمدوها عشان يعلموا ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,Maghreb,TRI,Libya,Tripoli,Levant,Lebanon,Beirut,1.7984650646253044e-06,0.0002547251114618814,0.0006522287371586487,0.0007480955012100338,3.4249092657568295e-06,0.9809840496043972,0.0011838196047333181,6.491298225763743e-05,0.00012783350469081203,6.941036800897913e-05,0.00022210750019033377,0.011686996341922004,0.0008074848613394592,0.0015288673283760806,4.323303337997479e-06,0.0016599218765851829,0.0008130084834676712,0.015528014284041918,6.941036800897913e-05,0.981335789074343,0.0022494544868004156,4.323303337997479e-06,0.0007687932792811244,0.00022210750019033377,2.0244761048526064e-06,0.00036966616224878303,4.2884907300218515e-06,0.0002303904078904864,0.011406749136248636,3.4249092657568295e-06,0.0026325714596659895,5.8600015422762976e-05,3.8691582058334784e-05,0.0006522287371586487,1.2657208286872702e-06,0.0005261894117679853,0.0002547251114618814,0.0007480955012100338,4.9856797782881964e-05,4.323303337997479e-06,0.0015288673283760806,5.327442359380343e-07,0.0011337324648171975,0.0008141534424845352,6.941036800897913e-05,0.00010657392137527664,0.9783514781447312,2.1259583315535395e-05
